I_D,FLAG_TSUNAMI,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,FOCAL_DEPTH,EQ_PRIMARY,EQ_MAG_MW,EQ_MAG_MS,EQ_MAG_MB,EQ_MAG_ML,EQ_MAG_MFA,EQ_MAG_UNK,INTENSITY,COUNTRY,STATE,LOCATION_NAME,LATITUDE,LONGITUDE,REGION_CODE,DEATHS,DEATHS_DESCRIPTION,MISSING,MISSING_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,DAMAGE_MILLIONS_DOLLARS,DAMAGE_DESCRIPTION,HOUSES_DESTROYED,HOUSES_DESTROYED_DESCRIPTION,HOUSES_DAMAGED,HOUSES_DAMAGED_DESCRIPTION,TOTAL_DEATHS,TOTAL_DEATHS_DESCRIPTION,TOTAL_MISSING,TOTAL_MISSING_DESCRIPTION,TOTAL_INJURIES,TOTAL_INJURIES_DESCRIPTION,TOTAL_DAMAGE_MILLIONS_DOLLARS,TOTAL_DAMAGE_DESCRIPTION,TOTAL_HOUSES_DESTROYED,TOTAL_HOUSES_DESTROYED_DESCRIPTION,TOTAL_HOUSES_DAMAGED,TOTAL_HOUSES_DAMAGED_DESCRIPTION,,
10320,,2015,1,14,5,22,23,10,5.3,,,5.3,,,,6,CHINA,,CHINA:  SICHUAN PROVINCE:  LESHAN,29.353,103.199,30,,,,,11,1,,2,,,2000,4,,,,,11,1,,2,,,2000,4,,
10131,Tsu,2015,2,16,23,6,27,23,6.7,6.7,,,,,,4,JAPAN,,JAPAN:  HONSHU,39.856,142.881,30,,,,,,,,,,,,,,,,,,,,,,,,,,
10135,Tsu,2015,2,19,13,19,21,10,6.4,6.4,,,,,,5,VANUATU,,VANUATU ISLANDS,-16.431,168.148,170,,,,,,,,1,,,,1,,,,,,,,1,,,,1,,
10127,,2015,2,20,22,37,28,10,4.5,,,4.5,,,,,CHINA,,CHINA:  YUNNAN PROVINCE,23.01,101.755,30,,,,,,,,1,,,276,3,,,,,,,,1,,,276,3,,
10126,,2015,2,21,21,21,8,7,3.6,,,,3.6,,,,BOSNIA-HERZEGOVINA,,BALKANS NW:  BOSNIA-HERZEGOVINA:,44.534,18.934,130,4,1,,,1,1,,,,,,,4,1,,,1,1,,,,,,,,
10125,,2015,2,22,6,43,14,12,5.1,,,5.1,,,,,CHINA,,CHINA:  XINJIANG PROVINCE:  SHAWAN,44.133,85.568,40,,,,,,,14.65,3,,,1728,4,,,,,,,14.65,3,,,1728,4,,
10124,,2015,2,26,21,59,14,30,5.4,,,5.4,,,,4,PAKISTAN,,PAKISTAN:  BATTAGRAM,34.671,73.278,60,,,,,5,1,,1,,,2,1,,,,,5,1,,1,,,2,1,,
10321,,2015,2,28,20,10,56,10,4.5,,,,4.5,,,3,PERU,,PERU:  AREQUIPA:  CAYLLOMA:  CABANACONDE,-15.693,-71.934,160,,,,,,,,2,64,2,500,3,,,,,,,,2,64,2,500,3,,
10335,,2015,3,1,10,24,5,11,5.5,,,,5.5,,,,CHINA,,CHINA:   YUNNAN PROVINCE:  CANGYUAN, GENGMA,23.5,98.9,30,,,,,39,1,,3,220,3,15800,4,,,,,39,1,,3,220,3,15800,4,
10137,,2015,3,8,20,47,4,20,4.4,4.4,,,,,,4,SERBIA,,BALKANS NW: SERBIA:  KOSJERIC,44.088,19.861,130,,,,,,,,1,,,100,2,,,,,,,,1,,,100,2,,
10336,,2015,3,10,20,55,2,184,6.2,6.2,,,,,,5,COLOMBIA,,COLOMBIA:  ANTIOQUIA, SANTANDER,6.8,-73.01,160,,,,,,,,3,180,3,2167,4,,,,,,,,3,180,3,2167,4,
10132,,2015,3,14,6,14,38,10,4.6,,,4.6,,,,,CHINA,,CHINA:  ANHUI PROVINCE:  FUYANG,33.15,115.8,30,2,1,,,13,1,,2,155,3,11079,4,2,1,,,13,1,,2,155,3,11079,4,,
10133,Tsu,2015,3,29,23,48,1,41,7.5,7.5,,,,,,6,PAPUA NEW GUINEA,,PAPUA NEW GUINEA,-4.729,152.562,170,,,,,,,,,,,,,,,,,,,,,,,,,,
10136,,2015,4,20,1,42,38,29,6.4,6.4,,,,,,4,TAIWAN,,TAIWAN:  TAIPEI,24.203,122.316,30,1,1,,,1,1,,1,,,19,1,1,1,,,1,1,,1,,,19,1,,
10134,,2015,4,25,6,12,35,8,7.8,7.8,,,,,,8,NEPAL,,NEPAL:   KATHMANDU; INDIA; CHINA; BANGLADESH,28.231,84.731,60,8200,4,366,3,17866,4,10000,4,299588,4,269107,4,8200,4,366,3,17866,4,10000,4,299588,4,269107,4,,
10140,Tsu,2015,5,2,16,51,39,10,5.7,5.7,,,,,,,JAPAN,,JAPAN:  HONSHU:  S. OF,31.529,140.213,30,,,,,,,,,,,,,,,,,,,,,,,,,,
10139,Tsu,2015,5,5,1,44,38,55,7.5,7.5,,,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA,-5.462,151.875,170,,,,,,,,1,,,,1,,,,,,,,1,,,,1,,
10141,,2015,5,12,7,6,13,15,7.3,7.3,,,,,,7,NEPAL,,NEPAL:   DOLAKHA,27.809,86.066,60,117,3,,,2800,4,,2,,2,,,117,3,,,2800,4,,2,,2,,,,
10143,,2015,5,30,11,23,11,664,7.8,7.8,,,,,,6,JAPAN,,JAPAN:  BONIN ISLANDS [CHICHIJIMA ISLAND],27.839,140.493,30,,,,,12,1,,,,,,,,,,,12,1,,,,,,,,
10151,,2015,6,4,23,16,31,10,6,6,,,,,,6,MALAYSIA,,MALAYSIA:  SABAH:  LAHAD,DATU,KANAK,5.987,116.541,170,18,1,,,,2,,1,,,23,1,18,1,,,,2,,1,,,23,1
10153,,2015,6,28,1,5,56,26,5.3,5.3,,,,,,,INDIA,,INDIA:  KOKRAJHAR,26.638,90.41,60,,,,,2,1,,,,,,3,,,,,2,1,,1,,,,3,,
10152,,2015,7,3,1,7,1,10,6.4,6.4,,,,,,,CHINA,,CHINA:  S. XINJIANG:  HOTAN,37.6,78.2,40,3,1,,,263,3,,3,3000,4,,,3,1,,,263,3,,3,3000,4,,,,
10338,,2015,7,3,6,43,54,32,6.1,6.1,,,,,,,PHILIPPINES,,PHILIPPINES:  MINDANAO,10.169,125.891,170,1,1,,,,,,,,,,,1,1,,,,,,,,,,,,
10147,Tsu,2015,7,10,4,12,54,12,6.7,6.7,,,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-9.307,158.403,170,,,,,,,,,,,,,,,,,,,,,,,,,,
10146,Tsu,2015,7,18,2,28,22,11,7,7,,,,,,8,SOLOMON ISLANDS,,SOLOMON ISLANDS,-10.401,165.141,170,,,,,,,,,,,,,,,,,,,,,,,,,,
10145,,2015,7,24,20,59,12,17,5.1,5.1,,,,,,5,PAKISTAN,,PAKISTAN:  ABBOTTABAD,33.856,73.193,60,3,1,,,1,1,,1,3,1,,,3,1,,,1,1,,1,3,1,,,,
10157,Tsu,2015,7,27,4,49,    ,23,6.9,6.9,,,,,,,USA,AK,USA: ALASKA,52.214,-169.399,150,,,,,,,,,,,,,,,,,,,,,,,,,,
10149,,2015,7,27,21,42,11,48,7,7,,,,,,5,INDONESIA,,INDONESIA:  PAPUA,-2.629,138.528,170,1,1,,,,,,1,1,1,6,1,1,1,,,,,,1,1,1,6,1,,
10150,,2015,7,29,0,11,6,12,5.9,5.9,,,,,,3,PANAMA,,COLOMBIA-PANAMA:  COLOMBIA:  UNGUIA,8.231,-77.315,100,,,,,6,1,,1,,,45,1,,,,,6,1,,1,,,45,1,,
10148,,2015,8,7,1,25,54,11,5.8,5.8,,,,,,4,RWANDA,,RWANDA:  BUKAVU,-2.141,28.897,10,3,1,,,30,1,,,,,,,3,1,,,30,1,,,,,,,,
10341,,2015,8,9,7,5,38,10,4.5,4.5,,,,,,4,EL SALVADOR,,EL SALVADOR:  ALEGRIA,13.668,-88.478,100,,,,,4,1,,2,,,92,2,,,,,4,1,,2,,,92,2,,
10156,Tsu,2015,9,16,22,55,26,22,8.3,8.3,,,,,,9,CHILE,,CHILE:  CENTRAL,-31.573,-71.674,160,7,1,1,1,14,1,600,4,2305,4,10044,4,15,1,1,1,14,1,600,4,2305,4,10044,4,,
10158,,2015,9,24,15,53,    ,10,6.6,6.6,,,,,,5,INDONESIA,,INDONESIA:  SORONG,-0.59,131.27,170,,,,,62,2,,2,,,260,3,,,,,62,2,,2,,,260,3,,
10160,,2015,10,17,11,33,    ,33,5.8,5.8,,,,,,7,ARGENTINA,,ARGENTINA:  GALPON,-25.442,-64.632,160,2,1,,,30,1,,1,15,1,,,2,1,,,30,1,,1,15,1,,,,
10159,,2015,10,26,9,9,56,231,7.5,7.5,,,,,,7,AFGHANISTAN,,AFGHANISTAN: HINDU KUSH,36.524,70.368,40,399,3,,,1770,4,109,4,29230,4,79893,4,399,3,,,1770,4,109,4,29230,4,79893,4,,
10343,,2015,11,4,3,44,19,20,6.5,6.5,,,,,,5,INDONESIA,,INDONESIA:  EAST NUSA TENGGARA:  ALOR,-8.338,124.875,60,,,,,,,9,3,,,1468,4,,,,,,,9,3,,,1468,4,,
10161,,2015,11,7,6,58,30,14,5.3,5.3,,,,,,,VENEZUELA,,VENEZUELA:  MERIDA,8.477,-71.365,160,1,1,,,,,,1,33,1,83,2,1,1,,,,,,1,33,1,83,2,,
10162,Tsu,2015,11,11,1,54,37,10,6.9,6.9,,,,,,7,CHILE,,CHILE:  LA SERENA,-29.439,-72.105,160,,,,,,,,,,,,,,,,,,,,,,,,,,
10163,Tsu,2015,11,13,20,51,3,12,6.7,6.7,,,,,,4,JAPAN,,JAPAN:  KYUSYU ISLAND,31.001,128.873,30,,,,,,,,,,,,,,,,,,,,,,,,,,
10164,Tsu,2015,11,17,7,10,3,11,6.5,6.5,,,,,,,GREECE,,GREECE:  LEFKADA, KEFALONIA, ITHACA,38.67,20.6,130,2,1,,,4,1,,2,1,1,,2,2,1,,,4,1,,2,1,1,,2
10344,,2015,11,17,17,29,29,18,5.6,5.6,,,,,,5,KYRGYZSTAN,,KYRGYZSTAN: OSH,40.376,73.204,40,,,,,,,,2,200,3,800,3,,,,,,,,2,200,3,800,3,,
10441,Tsu,2015,11,18,18,31,57,13,6.8,6.8,,,,,,4,SOLOMON ISLANDS,,SOLOMON ISLANDS,-8.899,158.422,170,,,,,,,,,,,,,,,,,,,,,,,,,,
10345,,2015,11,22,20,38,5,5,5.1,5.1,,,,,,4,VENEZUELA,,VENEZUELA:  MERIDA,8.48,-71.42,160,1,1,,,3,1,,1,,,6,1,1,1,,,3,1,,1,,,6,1,,
10166,,2015,11,24,22,45,    ,636,7.6,7.6,,,,,,4,PERU,,PERU-BRAZIL,-10.77,-71.41,160,,,,,,,,,,,,,,,,,,,,,,,,,,
10165,,2015,11,24,22,50,    ,606,7.6,7.6,,,,,,4,PERU,,PERU-BRAZIL,-10.07,-70.98,160,,,,,,,,,,,,,,,,,,,,,,,,,,
10168,,2015,12,7,7,51,35,22,7.2,7.2,,,,,,3,TAJIKISTAN,,TAJIKISTAN,38.211,72.78,40,2,1,,,,3,5,2,500,3,,3,2,1,,,,3,5,2,500,3,,3,,
10350,,2015,12,17,19,49,5,85,6.6,6.6,,,,,,5,MEXICO,,MEXICO:  COCOTITLAN,15.802,-93.633,150,2,1,,,,,,,,,,,2,1,,,,,,,,,,,,
10169,,2015,12,25,19,14,19,206,6.3,6.3,,,,,,5,AFGHANISTAN,,AFGHANISTAN; PAKISTAN,36.494,71.126,40,4,1,,,97,2,,1,,1,,1,4,1,,,97,2,,1,,1,,1,,
10170,,2016,1,3,23,5,27,55,6.7,6.7,,,,,,7,INDIA,,INDIA:  IMPAHL,24.804,93.651,60,13,1,,,100,2,75,4,,,,2,13,1,,,100,2,75,4,,,,2,,
10171,,2016,1,16,23,22,4,4,5.6,5.6,,,,,,3,INDONESIA,,INDONESIA: MALUKU:  BURU, AMBALAU ISLAND,-3.873,127.229,170,1,1,,,22,1,,1,,,230,3,1,1,,,22,1,,1,,,230,3,
10172,,2016,1,24,10,30,56,126,7.1,7.1,,,,,,6,USA,AK,USA: ALASKA:  KENAI,59.658,-153.452,150,,,,,,,,1,4,1,,,,,,,,,,1,4,1,,,,
10173,,2016,1,25,4,23,13,12,6.3,6.3,,,,,,6,MOROCCO,,MOROCCO:  MELILLA,35.649,-3.682,15,1,1,,,26,1,,1,,1,,1,1,1,,,26,1,,1,,1,,1,,
10174,,2016,2,5,19,57,6,10,6.4,6.4,,,,,,7,TAIWAN,,TAIWAN:  TAINAN,22.97,120.46,30,117,3,,,525,3,700,4,,1,,1,117,3,,,525,3,700,4,,1,,1,,
10175,Tsu,2016,3,2,12,49,11,24,7.8,7.8,,,,,,5,INDONESIA,,INDONESIA: SUMATRA:,-4.952,94.33,60,,,,,,,,,,,,,,,,,,,,,,,,,,
10186,,2016,4,10,10,29,12,212,6.6,6.6,,,,,,5,AFGHANISTAN,,AFGHANISTAN:  KHYBER PAKHTUNKHWA,36.473,71.131,40,6,1,,,5,1,,1,,,20,1,6,1,,,5,1,,1,,,20,1,,
10363,,2016,4,13,13,55,8,136,6.9,6.9,,,,,,5,MYANMAR (BURMA),,INDIA: ASSAM; BANGLADESH,23.094,94.865,60,2,1,,,170,3,,2,,,4,1,2,1,,,170,3,,2,,,4,1,,
10177,,2016,4,15,16,25,22,10,7,7,,,,,,8,JAPAN,,JAPAN:  KUMAMOTO, OITA,32.791,130.754,30,50,1,,,1500,4,20000,4,80000,4,,,50,1,,,1500,4,20000,4,80000,4,,,
10176,Tsu,2016,4,16,23,58,    ,17,7.8,7.8,,,,,,8,ECUADOR,,ECUADOR:  NEAR WEST COAST: MANABI, ESMERALDAS,0.35,-80.16,160,663,3,9,1,6274,4,3300,4,6998,4,29672,4,663,3,9,1,6274,4,3300,4,6998,4,29672,4,
10179,Tsu,2016,4,28,19,33,7,24,7,7,,,,,,,VANUATU,,VANUATU ISLANDS,-16.043,167.379,170,,,,,,,,,,,,,,,,,,,,,,,,,,
10178,,2016,5,11,1,15,22,8,5.2,5.2,,,,,,,CHINA,,CHINA:  TIBET (XIZANG PROVINCE),32.022,95.027,40,,,,,60,2,,1,,1,,,,,,,60,2,,1,,1,,,,
10181,,2016,5,18,16,47,26,30,6.9,6.9,,,,,,4,ECUADOR,,ECUADOR:  MANABI PROVINCE,0.495,-79.616,160,1,1,,,162,3,,1,,1,32,1,1,1,,,162,3,,1,,1,32,1,,
10364,,2016,5,28,23,54,38,11,5.4,5.4,,,,,,5,ALGERIA,,ALGERIA:  MEDEA:  MIHOUB,36.431,3.517,15,,,,,28,1,,2,,3,,1,,,,,28,1,,2,,3,,1,,
10365,,2016,6,1,22,56,8,50,6.6,6.6,,,,,,5,INDONESIA,,INDONESIA:  SUMATRA:  PESISIR SELATAN,-2.097,100.665,60,1,1,,,30,1,,2,,,2663,4,1,1,,,30,1,,2,,,2663,4,,
10185,,2016,6,7,19,15,33,31,6.3,6.3,,,,,,4,INDONESIA,,INDONESIA:  MALUKU:  TERNATE ISLAND,1.279,126.371,170,,,,,,,,1,,,,1,,,,,,,,1,,,,1,,
10187,,2016,7,1,14,59,15,10,5,5,,,,,,,TAJIKISTAN,,TAJIKISTAN:  RASHT,38.881,70.559,40,,,,,,,,1,31,1,,,,,,,,,,1,31,1,,,,
10188,,2016,7,29,21,19,14,196,7.7,7.7,,,,,,4,USA TERRITORY,MP,NORTHERN MARIANA ISLANDS,18.543,145.507,170,,,,,,,,,,,,,,,,,,,,,,,,,,
10366,,2016,7,31,9,18,17,25,4.9,,,4.9,,,,,CHINA,,CHINA:  GUANGXI PROVINCE,24.134,111.478,30,,,,,,,,2,,,200,3,,,,,,,,2,,,200,3,,
10189,,2016,7,31,23,41,28,21,5.6,5.6,,,,,,6,INDONESIA,,INDONESIA:  SUMBAWA ISLAND:  WEST NUSA TENGGARA,-8.194,117.814,60,,,,,4,1,,2,,,700,3,,,,,4,1,,2,,,700,3,,
10190,Tsu,2016,8,12,1,26,28,16,7.2,7.2,,,,,,,NEW CALEDONIA,,NEW CALEDONIA:  LOYALTY ISLANDS,-22.477,173.117,170,,,,,,,,,,,,,,,,,,,,,,,,,,
10191,,2016,8,15,2,58,    ,8,5.5,5.5,,,,,,6,PERU,,PERU:  AREQUIPA,-15.64,-71.68,160,9,1,,,68,2,,2,605,3,671,3,9,1,,,68,2,,2,605,3,671,3,,
10192,Tsu,2016,8,19,7,33,11,10,7.4,7.4,,,,,,,SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS,,SOUTH SANDWICH ISLANDS,-55.285,-31.877,70,,,,,,,,,,,,,,,,,,,,,,,,,,
10481,Tsu,2016,8,20,9,1,26,10,6,6,,,,,,2,JAPAN,,JAPAN:  OFF EAST COAST HONSHU,40.394,143.68,30,,,,,,,,,,,,,,,,,,,,,,,,,,
10194,,2016,8,24,1,36,2,4,6.2,6.2,,,,,,9,ITALY,,ITALY:  ACCUMOLI, ARQUATA, AMATRICE,42.704,13.238,130,299,3,15,1,368,3,5000,4,,3,,2,299,3,15,1,368,3,5000,4,,3,,2
10195,,2016,8,24,10,34,58,82,6.8,6.8,,,,,,5,MYANMAR (BURMA),,MYANMAR (BURMA): CHAUK,20.923,94.569,60,4,1,,,20,1,10,3,,,230,3,4,1,,,20,1,10,3,,,230,2,,
10196,Tsu,2016,9,1,16,37,3,19,7,7,,,,,,5,NEW ZEALAND,,NEW ZEALAND:  GISBORNE,-37.359,179.146,170,,,,,,,,,,,,,,,,,,,,,,,,,,
10197,,2016,9,10,12,27,41,40,5.9,5.9,,,,,,,TANZANIA,,TANZANIA:  LAKE VICTORIA;  UGANDA: RAKAI,-1.036,31.618,10,23,1,,,252,3,458,4,1172,4,6281,4,23,1,,,252,3,458,4,1172,4,6281,4,,
10198,,2016,9,11,13,10,7,13,5.1,5.1,,,,,,6,MACEDONIA,,BALKANS NW:  MACEDONIA,42.008,21.488,130,,,,,30,1,10,3,,,,1,,,,,30,1,10,3,,,,1,,
10199,,2016,9,12,11,33,17,13,5.4,5.4,,,,,,6,SOUTH KOREA,,SOUTH KOREA:  GYEONGJU,35.781,129.216,30,1,1,,,14,1,21,3,,,106,3,1,1,,,14,1,21,3,,,106,3,,
10228,,2016,9,23,16,12,1,10,4.8,,,4.8,,,,,RWANDA,,RWANDA:  RISUZI; CONGO:  UKAVU,-2.65,29.06,10,8,1,,,,1,,1,22,1,,,8,1,,,,1,,1,22,1,,,,
10373,,2016,9,28,16,49,1,8,5.5,5.5,,,,,,4,NICARAGUA,,NICARAGUA:  LEON,12.442,-86.515,100,1,1,,,5,1,,2,6,1,487,3,1,1,,,5,1,,2,6,1,487,3,,
10229,,2016,10,1,8,4,33,10,5.4,,,5.4,,,,2,PAKISTAN,,PAKISTAN:  MANSEHRA, NARAN,34.905,73.682,60,1,1,,,,2,,1,,2,,,1,1,,,,2,,1,,2,,,
10200,,2016,10,21,5,8,39,6,6.2,6.2,,,,,,6,JAPAN,,JAPAN:  KURAYOSHI,35.374,133.809,30,,,,,7,1,100,4,2,1,160,3,,,,,7,1,100,4,2,1,160,3,,
10201,,2016,10,26,19,18,43,10,6.1,6.1,,,,,,7,ITALY,,ITALY:  VISSO, USSITA,42.956,13.067,130,1,1,,,,1,,4,,,1001,4,1,1,,,,1,,4,,,1001,4,
10202,,2016,10,30,6,40,5,9,6.6,6.6,,,,,,7,ITALY,,ITALY: NORCIA,42.84,13.11,130,2,1,,,20,1,200,4,,1,,4,2,1,,,20,1,200,4,,1,,4,,
10204,,2016,11,7,1,44,7,3,5,5,,,,,,6,USA,OK,USA: OKLAHOMA:  CUSHING,35.988,-96.805,150,,,,,,1,20,3,,,50,1,,,,,,1,20,3,,,50,1,,
10206,Tsu,2016,11,13,11,2,34,15,7.8,7.8,,,,,,8,NEW ZEALAND,,NEW ZEALAND:  AMBERLEY,-42.737,173.054,170,2,1,,,,,,2,,,,1,2,1,,,,,3900,4,1,1,,1,,
10209,Tsu,2016,11,21,20,59,27,9,6.9,6.9,,,,,,7,JAPAN,,JAPAN: NEAR E COAST HONSHU,37.393,141.387,30,,,,,15,1,,1,,,,,,,,,15,1,,1,,,,,,
10211,Tsu,2016,11,24,18,43,    ,33,6.9,6.9,,,,,,5,NICARAGUA,,NICARAGUA,11.96,-88.835,100,,,,,,,,,,,,,,,,,,,,,,,,,,
10386,,2016,11,25,14,25,11,17,6.6,6.6,,,,,,7,CHINA,,CHINA:  XINJIANG PROVINCE:  KASHGAR,39.273,73.978,40,1,1,,,,,5.5,3,,2,,,1,1,,,,,5.5,3,,2,,,,
10230,,2016,11,27,23,35,2,10,5.4,,,5.4,,,,4,NEPAL,,NEPAL:   MOUNT AMA DABLAM, CHARIKHARKA,27.802,86.532,40,1,1,,,1,1,,1,2,1,,,1,1,,,1,1,,1,2,1,,,
10231,,2016,11,29,20,9,35,5,4.2,4.2,,,,,,,POLAND,,POLAND:  RUDNA,51.613,16.157,120,8,1,,,9,1,,1,,,,,8,1,,,9,1,,1,,,,,,
10379,,2016,12,1,0,25,38,1,5.3,5.3,,,,,,6,COSTA RICA,,COSTA RICA:  PARAISO, TURRIALBA,9.949,-83.807,100,,,,,,,,2,,,60,2,,,,,,,,2,,,60,2,
10232,,2016,12,1,22,40,    ,10,6.2,6.2,,,,,,6,PERU,,PERU:  PUNO, LAMPA,-15.44,-70.93,160,1,1,,,17,1,,1,8,1,40,1,1,1,,,17,1,,1,8,1,40,1,
10215,,2016,12,6,22,3,39,13,6.5,6.5,,,,,,8,INDONESIA,,INDONESIA:  SUMATRA:  ACEH:  PIDIE JAYA,5.283,96.168,60,104,3,,,857,3,100,4,245,3,18752,4,104,3,,,857,3,100,4,245,3,18752,4,,
10380,,2016,12,8,5,15,6,18,6,6,,,,,,3,CHINA,,CHINA:  N. XINJIANG:  URUMQI,43.823,86.345,40,1,1,,,,,135,4,,,,,1,1,,,,,135,4,,,,,,
10218,Tsu,2016,12,8,17,38,28,40,7.8,7.8,,,,,,8,SOLOMON ISLANDS,,SOLOMON ISLANDS,-10.681,161.327,170,1,1,,,,,,1,191,3,126,3,1,1,,,,,,1,191,3,126,3,,
10219,Tsu,2016,12,9,19,11,24,20,6.9,6.9,,,,,,7,SOLOMON ISLANDS,,SOLOMON ISLANDS,-10.749,161.132,170,,,,,,,,,,,,,,,,,,,,,,,,,,
10220,Tsu,2016,12,17,10,51,5,95,7.9,7.9,,,,,,7,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  NEW BRITAIN NEW IRELAND,-4.505,153.522,170,,,,,,,,,,,,,,,,,,,,,,,,,,
10221,,2016,12,19,7,11,    ,6,5.4,5.4,,,,,,6,ECUADOR,,ECUADOR:  ESMERALDAS,0.93,-79.84,160,3,1,,,47,1,,2,10,1,70,2,3,1,,,47,1,,2,10,1,70,2,,
10224,Tsu,2016,12,25,14,22,    ,30,7.6,7.6,,,,,,7,CHILE,,CHILE,-43.517,-74.391,160,,,,,,,,1,,,,,,,,,,,,1,,,,,,
10226,,2017,1,3,9,9,8,32,5.7,5.7,,,,,,,INDIA,,INDIA:  AMBASA;  BANGLADESH,24.015,92.018,60,3,1,,,,1,,1,,,,2,3,1,,,,1,,1,,,,2,,
10225,Tsu,2017,1,3,21,53,7,12,6.9,6.9,,,,,,6,FIJI,,FIJI ISLANDS,-19.373,176.052,170,,,,,,,,,,,,,,,,,,,,,,,,,,
